,Muscular_Weakness,Spasticity,Hyperreflexia_and_oth_reflexes,Fasciculations,Positive_sensory_symptoms,Negative_sensory_symptoms,Parkinsonism,Facial_masking,Tremor,Bradykinesia,Rigidity,Vertigo,Nystagmus,Loss_of_coordination,Balance_problems,Frequent_falls,Decreased_motor_skills,Mobility_problems,Dementia,Bradyphrenia,Lack_of_insight,Facade_behavior,Memory_impairment,Amnesia,Forgetfulness,Imprinting_disturbances,Impaired_recognition,Confabulations,Disorientation,Wandering,Confusion,Aphasia,Word_finding_problems,Language_impairment,Communication_problems,Dysarthria,Apraxia,Executive_function_disorder,Concentration_problems,Disinhibition,Loss_of_decorum,Apathy_inertia,Compulsive_behavior,Hyperorality,Changed_moods_emotions,Agitation,Aggressive_behavior,Stress,Anxiety,Depressed_mood,Suicidal_ideation,Mania,Psychosis,Psychiatric_admissions,Paranoia_suspiciousness,Hallucinations,Delusions,Delirium,Day_night_rhythm_disturbances,Sleep_disturbances,Restlessness,Vivid_dreaming,Hearing_problems,Visual_problems,Olfactory_gustatory_dysfunction,Urinary_incontinence,Urinary_problems_other,Constipation,Swallowing_problems_Dysphagia,Seizures,Orthostatic_hypotension,Headache_migraine,Fatigue,Declined_deteriorated_health,Cachexia,Weight_loss,Reduces_oral_intake,Help_in_ADL,Day_care,Admission_to_nursing_home
0,0.008930990373789638,-0.030913651497488728,0.04738101278993649,0.016720181331605938,-0.02733237791531577,0.01875389005025189,0.041969233278064656,0.07826189754248751,0.011851364228187836,0.13662148482152334,0.03589050239633679,0.009946293419483542,-0.02238941968652317,0.052662921367029596,0.057096646850143346,0.0502749084571806,0.10891848821594519,0.052087012129672816,0.5107416529639979,0.31813664395029984,0.35576547079759474,0.13014346595779983,0.6848953740137635,0.15684486623990587,0.3244057150804411,0.4951107358920288,0.23663222297818373,0.21101691257262947,0.576986393117785,0.12605974538535547,0.18573481438624886,0.1660193946767124,0.44826647241564244,0.30850718463025584,0.13578075368590217,0.07093842638926541,0.29232121893948465,0.5091268829574644,0.5326312360667164,0.16928597639343276,0.1787731814096946,0.34643642296015914,0.2862740352544654,0.08253512482458726,0.23299737751086622,0.09657665374149181,0.10872535523805596,0.03326227821102637,0.15216675604758997,0.15170781983071888,0.021433328877216166,-0.0013431752415604358,0.017033336280412568,0.06457498864363323,0.1529041266270014,0.10267177548059746,0.07283147046924031,0.05981170666332571,0.028210277053649667,0.09233977510831554,0.08614735976848835,0.038729279855643846,0.04077700912433643,0.05956882557455767,0.034082771037599636,0.08524465779181853,-0.0015979655157216041,0.0016506309770259217,0.0007801817370361022,0.013135157788752695,0.032635627316167336,0.0372895367780239,0.017663179315933742,0.09404142335200032,-0.0016057220911167144,0.02944837547410862,0.007522189800858807,0.16783188820086983,0.17474733697968142,0.17001605948331244
1,0.09123975192671847,0.0011640500153345214,0.1077093696217797,0.018638022376438024,0.03301549314147894,0.01657946274703514,0.5486278764347655,0.5755176592772984,0.47782218772912605,0.6455331321591121,0.6440303433934457,0.017578518823176927,0.004164837066605345,0.15688348828234122,0.24196806755051195,0.15337536067054255,0.3179887641817436,0.22946709858650385,0.0672407252068186,0.18213662352068183,0.014007551271383232,-0.016956371661028185,0.07472209656868314,-0.017026494451482202,0.027400605443513436,0.02051657033028934,0.008830174631333535,0.0020750035715996593,0.023027298365263474,-0.0008396760149472858,0.052548809426291976,0.006260049171049565,0.056418043024388125,0.153043810935536,0.037586356289262414,0.1673209251115923,0.06526663899078515,0.06282002495360733,0.09108217176580768,0.023285038152234684,-0.0027940193064770035,0.075983433145892,0.04349493442353568,0.00242046137694164,0.07378716237104425,0.004054400027797806,0.012669057478357207,0.027927162473588098,0.055937745168419484,0.04166985227558959,-0.008848107611376728,-0.010898344215267688,0.02862335480704563,0.01640009345304704,0.012092043029964592,0.14189089977551547,0.0505713372211572,0.03299406818618585,0.007095067452608323,0.09390764028908065,0.048485087664389775,0.1014887386235171,-0.001896393907712855,0.04022881227459866,0.12158982558124837,0.05742918825380026,0.035845212608190964,0.06702356564441629,0.08934731041690559,-0.010430278960901323,0.10765909576422517,0.00433070991163989,0.0586140394200194,0.09821108198663034,-0.00830992424331296,0.036862389122529926,0.006545528927015316,0.041063553469495986,0.020256560915336775,0.015172361898371447
2,0.5353838964664368,0.31858572956299624,0.6189922145259088,0.12024738227575311,0.30134574198481956,0.5409221099703202,-0.006314711923395136,0.03346042939137996,0.11548217466260381,0.054170496496853945,0.07253199013246543,0.038302460724999966,0.3151141579067744,0.5652154442407249,0.20705732333227447,0.048170437993658895,0.1950887210952916,0.2963646936383479,-0.012818386371178036,0.03429580676648342,0.006069156130305236,-0.0069611420701127255,0.027888754953522644,0.0015595816239302538,-0.010900755889842125,0.02522842606752501,-0.004350183978883486,0.004768771653288477,0.0038076197306128917,-0.010249554638397744,0.008340427975358505,0.013949685033878981,0.018865322545216993,0.08703582187780771,-0.010717721530055364,0.25215377590720606,0.012577278203146145,0.011670112712315626,0.04251131787845766,0.023233284036145427,-0.0033857513419950592,0.0005731648350821624,0.0065925400813149106,0.00495295183465755,0.03531486462532512,-0.0002686177606677665,-0.022136701751479443,-0.001347237613585943,0.002580632782161486,0.0173786081902768,0.001754133801600928,-0.009070396479016394,-0.005383532619022963,-0.009677618922543464,-0.010840097000374757,-0.013073659961429136,-0.006150924403155571,0.003855071347659187,-0.002996816533573242,0.004403590558908869,-0.02851055947491564,-0.0009668624759304747,0.011323265335444513,0.1838695631747631,0.014228395043215478,0.1269853328499205,0.13119147139989276,0.055268427593965504,0.07107784954802894,0.03699163171364602,0.005364883248661424,0.05320046382530137,0.13555396088241287,0.12158109435366596,-0.008026038921767785,-0.01055751769608428,-0.016922312562677566,0.03248037376186668,-0.003892627336428647,0.003866117186132593
3,-0.025835539089033976,-0.01488908922819001,0.00706195360011492,0.00599987796252066,-0.028356443140409342,-0.004601986357556263,0.011247618419591479,0.025024684859253493,0.013851741951168754,0.0290193520699488,0.07645833857930359,-0.0042682127544426,0.012337012421344887,-0.011242955952407567,0.03179257738258751,0.11780484253811671,-0.034637536878728385,0.09104119501132603,0.12317745673349514,-0.009986862704504565,0.25767777293283856,0.040690179650212016,0.09374562859494262,0.025635451996630785,0.0536067263964586,0.06953977528417864,0.17337136105389386,0.08777353632853334,0.27874984439802875,0.35136140658606396,0.16650938844913885,0.08832819539980874,0.04657100457393006,0.0753931001065354,0.10419468634564714,-0.012004059985799268,0.16866566041189196,0.09396412519828014,0.053383375426649025,0.24414745756838702,0.3758947287500937,0.12131549678442538,0.3231644906658115,0.23019488063861634,0.1478353800254464,0.38976979513925625,0.4011502433072393,-0.015791759085731088,0.19986583404975541,0.0971083848731278,0.040684268999424476,0.024230709074161767,0.05377260354127023,0.10444496330138903,0.17455467581351666,0.13763347988087302,0.08584198806984679,0.14691787107758134,0.23597538913748395,0.1657723821980187,0.412688901266856,0.009360135094277485,0.010933964767041705,-8.472525604965771e-05,-0.011563464715196717,0.14112256140470766,-0.010399132403473597,0.08038216128901383,0.036469330674605456,0.06813300432096174,0.002836250983243244,0.020696156112579807,0.08792962457981607,0.10321981983007307,-0.00038851669168512963,0.1030440555711302,0.13529693565066275,0.22164474386254707,0.0977742414243632,0.27031166841820425
4,0.051023566225983065,0.05461381957033891,0.007025150481896444,0.01624625054810075,-0.01418106259217271,-0.009320226372775643,0.022341392445751063,-0.004592822073367528,0.008995583878435456,-0.0015527303395029334,0.035419168713805016,0.0014252377524169506,-0.003918744931107424,-0.005029596829550276,0.01402866917863139,0.05320251744002079,-0.000661837383113917,0.08785876256128772,0.09583935442990325,0.001956926315218103,0.018797942933753413,0.008502401554176968,0.004112218446095761,-0.008211182646897594,-0.006536139656183329,-0.0036098431756944093,0.029042245542248758,-0.006006959523757822,0.014902494947258663,-0.012460928882546003,0.07751972637411735,0.017446520493436077,-0.01297041193469454,0.06533859274634922,0.11182838918996016,0.006186386191325402,0.05595108750176894,0.0003734555820454704,0.01811512840665998,0.0020787095634338926,0.08872663796698839,0.04406872081531781,0.01606963764083258,0.006728908424848324,0.05731161377048739,0.05607649991449112,0.048112127256502914,0.003770269789382932,0.07922155801400803,0.023467730967613433,0.013342445726128084,-0.0022986018335227672,0.025848770560869667,-0.008378638609545741,0.0073370873280500515,0.045725358675768636,0.018963172958544796,0.0976394748257066,0.05265070168130176,0.12189685503226612,0.11289051724608834,-0.007094358585220368,-0.011170724923094103,-0.007585211827642001,0.016668914085951538,0.053167530958075866,0.02845583155807042,0.1086100084524696,0.26837212827789586,0.11887380618894088,0.015311473166507224,-0.0042172256058844,0.19862776621956355,0.28519577065543156,0.36732899415948905,0.23764775369084043,0.6520671871160318,0.10997806911011752,-0.007575736100368487,0.040894573265503144
5,0.022226967765190443,0.01253678722060099,-0.0003144423369000553,0.010459469951679477,0.018288497849632497,-0.013126452594244817,0.033235858519005824,0.02831932288213201,0.061788890230028745,0.011649824426049839,-0.004166687330450501,0.0168384341792526,-0.007155873696605996,0.005944671431308202,0.013999065689888542,0.011626399624930535,0.019050950309596328,0.026907838756530415,0.0596399363514509,0.046904998707023665,-0.008496836929320881,0.012342203109715141,0.06233624875501583,0.015237160762641179,0.10167142166629146,0.00686658453233646,-0.011564009845420121,3.3329551056091483e-05,-0.025332478695616386,-9.122341017219278e-05,0.05438764766372203,-0.01991879464045122,0.024767420858238205,0.009826932080761368,0.011156912894430951,0.01201509940096376,0.027179909915202707,0.030381398462938386,0.10938154197190483,0.034250615301445436,0.02797946991603272,0.08764284473822444,0.06528221549006119,0.014117060616308501,0.26505619745504483,0.07177117663968462,0.0676081981246744,0.18386953849752485,0.30371420351866385,0.5040488495189483,0.3059354317445651,0.10010479608989016,0.02960548130821376,0.10981825891261021,0.05972686438219126,0.023942979593212937,0.024145800299554522,-0.0050490728045206,0.009661127621999475,0.1888532233028886,0.0657396211783942,0.00655706322631775,-0.0034146855186918497,0.008579499355169792,-0.0006012602446199922,-0.0016198138297986412,0.024218795586190695,0.0208770868608778,-0.017707664762681596,0.013807686083645854,-0.012994553916940791,0.10118003853821274,0.14862798464162266,0.05510839289335053,-0.011875635281575002,0.0779218651327642,0.014576096819597132,0.04652913880786776,0.029560653305179346,0.021695454835952158
6,0.003022896403087939,-0.009370046403172282,0.004350264936605029,-0.018757700019288302,-0.0096907177395407,0.0081633677283022,0.018511367981005028,-0.003176055393709689,0.013557110250950414,0.012081782346965868,0.003512011452214422,-0.013709737611441744,-0.008399501575038184,-0.007967009356801037,0.002093298836218166,0.00740175347210357,0.00017843997159215863,-0.0222537724176253,0.0022157031370397583,0.05259922605744952,0.07691487573113931,-0.0185136885590841,0.003019006514101976,0.003546818897552311,-0.02122781304275102,0.00217266123827356,-0.018896201168940262,0.011917027404476276,0.03989871466568418,0.0016014944902101682,0.03283486253240434,0.0006558800876042591,-0.032260909704046443,0.03484565936902217,-0.008480946540431359,-0.0031301844430124673,-0.014837662333291948,0.05885125330432811,0.03865579418830469,0.14953319410414218,0.06168257397113016,0.018430897739164558,0.02358118578193056,0.001324164918382847,0.11996381907650928,0.05336288283558469,0.059725012337419614,0.015757110974168483,0.018834478222636706,0.17671739126234737,0.22784132567008913,0.417669682726234,0.37637612973577994,0.47875177533589086,0.10073664145426901,0.05019109214635579,0.0907854195037685,0.05548186785376453,0.017328307118390385,0.05533082699030152,0.02997815236857761,0.0006204771299290645,0.01744312542739246,0.0035937264633520297,-0.0035560801762052185,0.008344941598122615,-0.01728366457975743,-0.007138092726750264,-0.007348395002022267,-0.010148874240121033,-0.0021920917355454698,-0.02455491964017172,-0.020045449066311113,-0.014460646226842469,0.010785554427630831,0.0032538971613153924,0.024968042976351783,0.010554379533058116,0.009280483962689502,-0.0006471553803332721
7,-0.00792207790927512,-0.016321532350110107,-0.003343001247765358,0.002477789403955863,-0.0030398515892994687,-0.007039712994353655,0.03813405983426841,0.0009599493419815558,0.005844627492322207,0.01340432630436102,0.027193810479969823,-0.012569999142181234,0.0005558405290718664,0.013658724470307693,0.006779920451818782,0.008448359142334409,0.013402274234605304,0.0053775312427135425,0.08363063040575631,0.010302401415763591,0.051979162409726,0.024114523646983136,0.04580576317551453,0.01130036686632557,0.007640188534519723,0.020194035614383266,0.04652817460175369,0.06111118685729178,0.09096607651488837,0.027962478781926123,0.14366029574598227,-0.009731672622252826,0.0231762461766384,0.007365424033131483,0.007724136417828106,-0.011364531294172113,0.030043795808961903,0.039080356348955486,0.0394192671935249,0.017172748943248023,-0.027473576923700366,-0.01593091592537377,-0.003096648988069237,-0.030988267817936645,0.04339643838603865,0.11390348984100845,0.151857275392292,0.020858384355155028,0.11566848623145191,0.024572058833114793,-0.03184821145909899,0.013727503880561655,0.20237125996679078,0.026131686239039102,0.4944804823246811,0.32661392149374024,0.4225942145166554,0.06843553646963188,0.0018734220882349853,0.0025796680131955707,0.05454018017517799,0.026900654904454566,0.006931305886527081,0.012809782870675171,0.011180584153785865,0.010771404230037312,0.007787478934332728,0.01229189147077741,0.01831626516513684,0.002963921410132064,0.013849705814045297,0.006311194489951357,-1.2973416454504172e-05,0.013209609467644063,0.009769570308920103,0.025428673391809743,-0.004147437127116316,0.05233824491143304,0.03412184401261628,0.05054722593357539
8,0.08169999553795278,0.11088552391979936,-0.03498872472512034,-0.019645499875892154,-0.036505981110662895,-0.03628236790827278,0.0690608180543419,-0.02280084763582803,0.021161818817956944,0.015847170754723472,0.04924655767819967,-0.03252740592049036,-0.027610334308706422,0.0038736989792891897,0.030219413756275106,0.07936841946778954,0.047581271402193516,0.26508328496359895,0.13890931768795298,0.008041070346690136,0.06580660997965644,0.05254534286775449,0.01661089412896265,-0.0025107633273395305,0.06154445227094235,-0.00983586433169375,0.10857193839571251,-0.005700778984619517,0.064232473281358,0.07439865411862533,0.01492702717925176,0.03699114723688423,0.007721455224398377,0.12197399903744924,0.20505349769949097,0.020162619393091802,0.07870785377730956,-0.0029988338652617956,-0.0424083008912705,-0.00036696876618641234,0.06698744314162254,0.0562500230583643,0.017397310616314447,-0.011816026653536104,0.04169635782224172,-0.029401423231386822,0.06803143762559641,0.009655273345732095,0.012162838230924263,0.014901323090698186,0.01788456189086749,-0.010826472724860134,0.005002390472366909,0.0016416171330662624,0.002321539791692374,0.06834000152350096,0.04596303645454063,0.023410794518556256,0.0008568126673841128,0.04618866007723011,0.11411228315338447,-0.00995624281135843,0.024255522930116073,0.07254749264456402,-0.03196643792704976,0.1949194340115701,-0.026688637821180156,0.026178187391483695,0.10068605681206938,0.035301953636729104,0.0029233265781469305,-0.024432964951026807,0.05447991083116734,0.24066324009553333,-0.006177978795728357,0.019621267372265525,0.03287599879041259,0.43564007710589053,0.12637175451818236,0.28433603135526625
9,0.06409045720139166,-0.03513948545916077,0.008308979427868504,-0.010087549229053328,-0.02063134062995091,0.015520006856279266,0.06303096086776513,0.023378957266800383,-0.0033078669293198294,0.12133298199884154,0.053207081243024854,0.07075527115144929,0.009039552900198613,0.1162194188657106,0.3380306462611092,0.45554003896734657,0.07108690346797672,0.2476888174027337,0.07778780514019126,0.062065016849291846,-0.0012551053363430917,0.017820268725275396,0.042147254520585486,-0.012114336022331262,0.03280778577394985,-0.02170153346856111,-0.043045342954585585,-0.010204666506518474,-0.003526077921883684,-0.006087782619436556,0.04615660561848701,-0.023379056276075536,0.0030440090787149437,0.03244414375357978,-0.011570356008553566,0.11298706646468362,0.02161588053447355,0.04612034724798831,0.026763168331258268,0.03579723096187535,-0.019576900787349166,0.01836378522084041,-0.016798604580394866,0.00038606176315394313,0.018171154771244025,0.05919443584357798,0.035203678708106034,-0.016944875288832234,-0.019261930601175717,0.05117385076584906,-0.008236700614351652,0.048432031158740466,-0.004497664550447482,-0.057524531811211824,-0.0020463386811252885,0.0763295971643425,0.007541933550548147,0.08767423771060155,0.045974822224371464,0.0660930538517158,-0.020020197004539057,0.028983402314768786,0.0014208272957204453,0.027414144926893598,0.015474657377223939,0.0765262998350746,0.021166518999335728,0.041705091413206136,0.07781663945892255,-0.024058280053789752,0.16450266846526657,-0.01639628296203727,0.054879251211282995,0.07000772539875803,0.01518717619592107,0.020712771147205412,0.02110391117043378,0.0662354106698774,0.015144047217716674,0.06869236159912696
10,0.039821897910853735,-0.01764015380740748,0.019588939800156,0.01903209710169598,0.03172689813340093,0.0012767433731009949,0.13675570861486733,-0.020083526670777892,0.018590102608090152,0.006477059183243253,0.018367190829380774,-0.014136380854355523,-0.006871059796073655,-0.07884914778692696,-0.07026240297647485,0.13026696209650923,-0.018693413134089357,0.0005959539526054344,0.14485325695591955,0.08306928793622644,-0.037497744392647095,-0.014600043023907177,0.04623502123314957,0.015300708131731507,0.07008834179879458,-0.032101493742393586,0.007411545716884134,0.02861828789585455,0.11707935513726947,0.04982568773455055,0.3284403142950342,0.033733176116003044,0.06077843254206354,0.023556989437122446,0.008417880215050313,0.008305566533125123,0.012150498329042593,-0.020444484973916294,0.016855310142202717,-0.020570504903062125,-0.0014397795483111187,-0.07382553801986089,5.141021129684484e-05,-0.03357363568951909,-0.04586617407975656,0.022594995570971825,0.012780178664863579,0.0031551021048586677,0.04425121106213585,-0.009696412196449098,0.02819356727590715,-0.039532516032035295,0.06193100674149336,0.06345159546084293,-0.0004742104107854601,0.36113917457756023,0.1393107217395606,0.30423416028801,0.04257350257351496,0.009654352684566379,0.12280154896228972,0.049362799066381975,0.0016040991958971673,0.01019907683305815,-0.017645366398636994,0.030180641283231995,0.03193600423442557,0.03361076708018079,-0.010233332782505145,0.033767477114028825,0.05918337341808006,0.02260926422395408,-0.016931172154854665,0.09180057031762108,0.006616410704951253,0.010374402603352881,0.05602375469159996,-0.004363265906071775,0.015837362818037624,0.13780805621736664
11,0.13220727324154952,0.07640204405991623,0.04697793340339748,0.1560624856897941,-0.052518215101635186,-0.027741872748309592,-0.026839044852181394,0.0729996740041124,-0.01786580463275118,0.08172862948845913,0.06396281690142695,-0.014469492325211398,0.018585137938537808,0.05006404175780273,0.05835334064394655,0.07854327020604046,0.08205949166900472,0.07374279903148348,-0.04842740478082055,0.01978847498943158,0.020863121078453437,-0.021410955176158892,0.0025196827021914336,-0.010308510384900469,0.0004358812875290284,0.016216130586668768,0.013953630584088765,0.004198366835609159,0.00979700436258785,-0.00428296899887243,0.03380745011259944,0.04048219445290352,0.09320793326278447,0.3186725254675541,0.11623893421773203,0.37968681235576923,0.003957237588778248,0.007333644911979435,0.024213939673724882,0.018844732067280778,0.009674055748319635,0.030589091175338274,0.07943512216354927,0.037170222052377765,0.04334723042430071,0.022507894596532525,-0.002879886100588961,-0.007160575082646205,0.00303327147645495,-0.012946012814917893,0.011754196827606325,-0.029583953896997722,-0.0005474097162037547,0.019514331861081292,-0.0006233866915928941,0.0029060986686395987,0.007492888225169396,0.0048923446317532815,-0.007928882546245014,0.040738454798185234,0.008712246966902657,0.0017425390364566619,-0.01777853560669536,0.0170460318306699,-0.007232319347412247,0.016773113854332673,-0.02171454725327562,0.06642902504861424,0.35444031940787996,0.01720381838126933,0.001512324293305971,0.01315231013348292,0.05269377817814249,0.09565952462413996,-0.03880362098496471,0.07090165042584153,0.057726345977889885,0.023131958877777928,0.0020803810373517164,-0.005751408523937156
12,0.03964956918414417,-0.002977498913748612,0.038835723097085294,-0.005837360862035278,-0.019092430591893715,-0.0036305977074121,0.00396015393797279,1.1843458399546557e-05,-0.019457632945589096,0.01614753005326086,0.0212361239472968,0.004394318877368266,-0.02296625473687153,0.004973303006604544,0.010961176552533081,-0.008774714621919179,0.02995740724520238,-0.0008164394315273912,0.09452792015262396,-0.011208997102895588,0.0006180550072969728,0.013727891951355414,0.020879186621882696,0.014558471929987134,-0.021558049550122936,0.032862907092130376,0.06649312487918485,0.010695917461242564,0.039053099513618406,0.032176460174377,0.019557724297014766,0.5260556658472064,0.19657378996687808,0.14439333162583926,0.10046467197263056,0.041627916124320166,0.3266534363912826,0.00730846017573729,-0.031547811214924025,0.014162448602436,-0.0008028265630426381,0.02419837376545362,0.04424156793685578,-0.025762510745800687,0.015201146720992636,0.0487388252298524,0.06652778981327752,-0.017353684293216886,0.03768582176953069,0.03431403006412867,-0.027904107675147092,0.007568265723874871,0.015679505358017116,-0.024612653209161152,-0.0265112857143668,0.03614310890606977,0.014386394577514519,0.029606130648570265,0.0012864982769623169,-0.03405687966143492,0.027059835887129943,-0.0045705603227681095,0.02711555414632355,-0.00405311645758824,0.01493564774214424,0.005644687984615284,0.006745136681138331,0.004740929013040863,0.008780662447108137,0.04365305283810387,-0.01580137517630031,-0.0012259089502260816,-0.04211062475821791,0.022849226954805294,0.006935314052669774,-0.00036093186890228323,-0.018439188574227567,0.025198099772212896,0.03572446700591447,0.06912857537697605
13,0.05649169354214711,0.11159788672634756,0.04334009602581983,-0.031098826629191865,0.03707081423041865,0.04822825984138288,0.025895195279782447,0.01877464159609558,0.0020112557350677024,0.02253883436660724,0.03751932878554727,-0.012442564187919796,0.003299339910768302,0.0212200776583375,0.04093955006477958,0.039347342589842696,-0.00045142500347566706,0.10330190317595064,-0.009252777529283218,0.020571837085162522,0.023696936156977315,-0.02288175613281063,0.037070532895444715,-0.001386730110458515,-0.005023980881130792,0.004117040576985992,0.0061758846750107795,-0.008458356949304413,0.06826043992722822,-0.001070436294223251,0.07813780607277145,0.007319381075603204,-0.018993458471922874,0.019799735946950597,-0.00937798007560298,0.031763283669509965,0.02035734686488279,-0.01590918701643688,0.009311158663469493,0.012991455857358215,0.06972783792602058,0.039635897881802974,0.017037144782611625,0.0224951951385066,0.029526018901531937,0.023733774953738494,0.029020353062366274,-0.0018580758850252348,0.014539810818169678,0.03395441727924924,0.005968142319711997,-0.0070459398708685485,-0.0012626248113827528,-0.01719104392303828,0.0068365663344848735,0.06335992816512254,0.011508519541448674,0.04875837446386844,0.0003875699101445023,0.031655044133755764,0.03752943366479736,0.02928859701221497,0.040270673699998254,0.05897877898274624,0.04267587990920275,0.43876834020742433,0.32724634591797486,0.24827003671945125,0.09062958077992897,0.04182373374000527,0.0843190367234077,0.0016305274361884876,0.07056439728037846,0.028330879660446187,-0.01871382528857748,0.08635461645761318,0.05407451494763988,0.10316223233734989,0.03139579347688945,0.07614240491772642
14,-0.005522592512615168,-0.0035457584201329657,-0.002069193783018712,-0.012145246360347162,0.014876006373412323,0.021884952870063798,-0.008188666552641218,0.0012392645889277205,0.01579044833896418,-0.028476792551178718,-0.014716374242979056,0.008212750672630241,0.002791102969305152,-0.026107388460214757,0.013909727458800123,0.009963961539731673,-0.03178855711581696,-0.018914242725357258,0.0448266267832648,-0.07146948960262788,0.21175983281471997,0.3654612641557549,0.05344834622324649,0.09387297998995246,0.051841445555354956,0.12749969887517593,0.049986000439344494,0.3814379241863852,0.1504090392607845,0.09331402272879502,0.07734718658575708,0.007533059181096383,0.04348461942693965,0.006411011166068607,0.04126705854975985,-0.01696627475658322,0.051750538578905256,0.011507235932390388,-0.03399171023252758,0.0039039638127371075,0.049096138386610685,-0.020535645060484754,0.08702389164057248,-0.010905165518388828,0.05519014679943415,0.008238763258718838,-0.017267457540978796,-0.012674142692343043,-0.004306523503005047,0.011477434479189273,0.026257612575625127,-0.00204480138440478,-0.006629860529195153,-0.007074684853163803,0.0848907700268612,-0.00032127021339179503,0.032127344087187475,-0.03085371649627109,0.014130127692271609,-0.03395729238579422,-0.029426586797538717,-0.005909191592181743,0.0013444356062252319,-0.0189468036698651,0.018196840742494856,-0.02436384859561325,-0.005445965418795919,-0.012995716582475345,-0.020568454118842772,-0.014894495191085046,-0.0016478761073953883,-0.009641773293745421,-0.020490825155889767,-0.004342702125264844,0.0003499483166724707,0.022605486227852828,0.017128637019276576,0.05694238911647416,0.018028093517231635,0.10110009361870403
15,0.025333297453676417,0.0018593969739740324,-0.00275496696758849,0.0033554208705643923,0.00705138627403458,0.01412779135400498,0.03215729411501802,-0.016326756436221817,-0.01972050003827868,0.02005427144295367,-0.030015996390055127,-0.0038995140615917957,-0.0075115673980446,-0.021462211507265537,0.008098877847505487,0.0108836077903723,0.0702830332595134,-0.01533404252924803,0.05575932695647984,0.07401232779859201,0.12085569029930426,-0.022877363413381674,-0.06999327837525063,-0.07826128627913742,-0.014824297531013874,-0.10255539886289126,-0.005867285007555455,0.040573446066455764,-0.20385865270329123,-0.040770900627496554,-0.041650311974728675,0.004391471777430998,0.0997978781418132,0.16483983730388235,0.1053366404500558,-0.011413532429945751,-0.04337915168957498,0.1584259371255101,0.1097197937294839,0.2641675566861317,0.05024230203207295,0.08905419707197293,0.24314930022128198,0.25421153090706855,0.12928187801372562,0.04155414919837442,0.019694929837905585,0.04650684500848,-0.028969536460859313,-0.0362074797995538,-0.019810075398701204,0.03463330596287549,0.025558454450152087,-0.014362638102713248,-0.03537076154668844,-0.012100009211111451,0.012836257038123114,-0.01747985088977673,0.019314409782663702,0.013781023471345069,-0.003914792233331919,0.003284678222832215,-0.01849054992187833,-0.007143661390773678,0.008572172996581534,0.03331113405037647,0.017304022073069917,-0.027408689108438664,0.03996407956773387,0.009513548968799973,0.00638605607447121,0.015414839606427432,-0.02794127762472884,0.01707771572282543,-0.0007938613144313623,-0.0006233318974977463,-0.0013997737282358837,-0.03071219596727278,0.015524342168235944,-0.07774191214802409
16,-0.030998838160046543,0.017016416677927058,-0.020136840067062605,-0.02121674883946345,0.003368979842535207,-0.003269617431326345,-0.01764326352409111,0.02078349111735577,0.0006740794093278557,0.07484376828610854,0.07069010614911546,0.017824927244870253,0.006422578458055564,0.028967646928925513,0.06580169907299864,-0.013434004972593769,0.034571400764711664,0.07694390413973884,0.0008141332880342725,0.07462288267612578,-0.0015194143737196155,-0.006797738591419663,0.011638097342098532,-0.037741716675596074,0.04525294213891499,-0.030598671084285954,0.03367058341392424,-0.00258356097264687,-0.04423332186547469,-0.028723977719427758,0.07542935018641284,-0.029050102184356844,0.02100293411760475,0.06252947489622601,0.034220702277558905,0.004411905389502888,0.015395949045668282,0.07325611603850218,0.04256063235912166,0.00597863182086953,0.041475205290456334,0.055069228254148755,-0.02298054985897029,-0.0041807932308401035,0.03827178637875265,0.047488827193988635,-0.046226732082258144,-0.01842354391465879,0.08263714212604621,0.041798480496476186,0.003119538024537791,0.03457142957331145,-0.0037163120013242695,-0.019190104759555338,-0.07041956835054243,0.24516036247976083,0.08929224487517422,0.019159133526091828,0.024625384663651696,0.28940908861665177,0.07212448495130143,0.309853365690872,-0.007290752392800305,0.004087676145667752,0.04921002216190094,0.00022836827086050282,0.003383701445662666,0.07396626843741431,0.03760067246895681,0.007650504131682386,0.06860859863425244,-0.0130301041739882,0.12413725230879812,0.04225330877189688,-0.029640811284105364,0.07170513264383421,-0.013075528172682949,-0.004072226102385319,-0.008817761560717091,-0.08425709833269256
